"","CASEID","V000","V001","V002","V003","V004","V005","V006","V007","V008","V008A","V009","V010","V011","V012","V013","V024","V101","V106","V107","V149","V190","V191","V190A","V191A","V501","V502","V503","V504","V505","V506","V701","V702","V704","V704A","V705","V714","V714A","V715","V716","V717","V719","V721","V729","V730","V731","V732","V739","V740","V741","V743A","V743B","V743C","V743D","V743E","V743F","V744A","V744B","V744C","V744D","V744E","V745A","V745B","V745C","V745D","V746","D005","D101A","D101B","D101C","D101D","D101E","D101F","D101G","D101H","D101I","D101J","D102","D103A","D103B","D103C","D103D","D103E","D103F","D103G","D104","D105A","D105B","D105C","D105D","D105E","D105F","D105G","D105H","D105I","D105J","D105K","D105L","D105M","D105N","D106","D107","D108","D109","D110A","D110B","D110C","D110D","D110E","D110F","D110G","D110H","D111","D112","D112A","D113","D114"
"53","    00060007  2","PH7",6,7,2,6,334838,9,2017,1413,43005,4,1990,1084,27,3,15,15,2,11,4,1,-84313,2,-64361,1,1,1,1,1,NA,2,10,6117,1,4,0,0,10,0,0,NA,NA,3,24,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,1,0,NA,NA,NA,241869,0,0,1,0,1,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"54","    00060009  2","PH7",6,9,2,6,334838,9,2017,1413,43005,12,1995,1152,21,2,15,15,3,13,5,2,-43694,2,-20706,1,1,1,1,1,NA,1,2,9312,1,9,0,0,2,0,0,NA,NA,1,32,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,241869,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"55","    00060012  2","PH7",6,12,2,6,334838,9,2017,1413,43005,3,1991,1095,26,3,15,15,1,4,1,1,-102503,1,-83910,1,1,1,1,1,NA,1,3,210,1,7,1,NA,3,1420,1,3,NA,1,33,2,1,2,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,3,241869,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"56","    00060016  2","PH7",6,16,2,6,334838,9,2017,1413,43004,12,1993,1128,23,2,15,15,2,9,3,1,-140622,1,-124877,1,1,1,1,1,NA,2,10,210,1,7,0,0,10,0,0,NA,NA,3,37,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,241869,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"57","    00060018 12","PH7",6,18,12,6,334838,9,2017,1413,43004,5,1996,1157,21,2,15,15,3,12,5,1,-123288,1,-106248,1,1,1,1,1,NA,3,15,0,0,0,0,0,15,0,0,NA,NA,5,22,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","    00060021  2","PH7",6,21,2,6,334838,9,2017,1413,43004,3,1985,1023,32,4,15,15,3,15,5,1,-161977,1,-147828,1,1,1,1,1,NA,2,11,210,1,7,0,0,11,0,0,NA,NA,3,41,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,1,0,NA,NA,NA,241869,1,0,0,0,1,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"59","    00060022  2","PH7",6,22,2,6,334838,9,2017,1413,43004,7,1990,1087,27,3,15,15,3,13,5,1,-80104,2,-59837,1,1,1,1,1,NA,1,5,7411,1,8,0,0,5,0,0,NA,NA,1,33,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,241869,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"61","    00060025  2","PH7",6,25,2,6,334838,9,2017,1413,43004,11,1990,1091,26,3,15,15,3,15,5,2,-63207,2,-41678,1,1,1,1,1,NA,3,15,7411,1,8,0,0,15,0,0,NA,NA,5,30,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,241869,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"62","    00070002  2","PH7",7,2,2,7,95668,9,2017,1413,42998,10,1993,1126,23,2,15,15,1,5,1,1,-107849,1,-89656,1,1,1,1,1,NA,1,1,7115,1,8,0,0,1,0,0,NA,NA,1,33,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,8,0,0,1,0,NA,NA,NA,69106,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"63","    00070009  4","PH7",7,9,4,7,95668,9,2017,1413,42998,11,1982,995,34,4,15,15,3,15,5,3,28058,4,56407,4,2,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,9520,9,3,NA,NA,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,0,1,0,3,0,NA,NA,NA,142160,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"64","    00070011  2","PH7",7,11,2,7,95668,9,2017,1413,42998,9,1991,1101,26,3,15,15,3,12,5,1,-132851,1,-116525,1,1,1,1,1,NA,0,NA,6111,1,4,0,0,0,0,0,NA,NA,0,31,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,1,0,0,0,1,0,NA,NA,NA,69106,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"65","    00070019  3","PH7",7,19,3,7,95668,9,2017,1413,42999,8,1986,1040,31,4,15,15,1,7,2,2,-20466,3,4257,2,1,1,1,1,NA,3,13,6117,1,4,0,0,13,0,0,NA,NA,5,40,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,69106,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"66","    00080005  2","PH7",8,5,2,8,165245,9,2017,1413,43007,3,1982,987,35,5,15,15,2,9,3,1,-145864,1,-130510,1,1,1,1,1,NA,1,3,6226,1,4,0,0,3,0,0,NA,NA,1,33,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,119364,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"68","    00080006  1","PH7",8,6,1,8,165245,9,2017,1413,43007,8,1992,1112,25,3,15,15,3,13,5,1,-132596,1,-116252,1,1,1,1,1,NA,1,6,0,0,0,0,0,6,0,0,NA,NA,2,30,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,1,0,NA,NA,NA,119364,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"69","    00080019  2","PH7",8,19,2,8,165245,9,2017,1413,43007,3,1992,1107,25,3,15,15,3,13,5,2,-65398,2,-44033,1,1,1,1,1,NA,1,7,8332,1,8,0,0,7,0,0,NA,NA,1,27,0,NA,NA,NA,NA,2,2,NA,2,NA,2,1,1,0,0,0,3,0,NA,NA,NA,119364,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"71","    00080021  2","PH7",8,21,2,8,165245,9,2017,1413,43007,5,1990,1085,27,3,15,15,2,11,4,1,-117441,1,-99964,1,1,1,1,1,NA,1,3,0,0,0,0,0,3,0,0,NA,NA,1,28,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,1,0,NA,NA,NA,119364,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"72","    00080024  2","PH7",8,24,2,8,165245,9,2017,1413,43008,4,1992,1108,25,3,15,15,3,13,5,2,-24716,3,-311,1,1,1,1,1,NA,3,13,6226,1,4,0,0,13,0,0,NA,NA,5,25,0,NA,NA,NA,NA,2,2,NA,2,NA,2,1,1,0,0,0,1,0,NA,NA,NA,119364,1,0,0,0,1,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"73","    00090002  2","PH7",9,2,2,9,51313,9,2017,1413,42992,1,1991,1093,26,3,15,15,2,11,4,1,-139170,1,-123317,1,1,1,1,1,NA,2,11,9329,1,9,0,0,11,0,0,NA,NA,3,31,0,NA,NA,NA,NA,2,2,NA,2,NA,2,1,1,1,1,0,1,0,NA,NA,NA,37066,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"74","    00090004  2","PH7",9,4,2,9,51313,9,2017,1413,42992,6,1993,1122,24,2,15,15,1,4,1,1,-117830,1,-100383,1,1,1,1,1,NA,1,1,9333,1,9,0,0,1,0,0,NA,NA,1,30,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,37066,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"75","    00090006  2","PH7",9,6,2,9,51313,9,2017,1413,42992,2,1983,998,34,4,15,15,2,11,4,2,-64592,2,-43167,1,1,1,1,1,NA,1,7,6111,1,4,1,1,7,9121,9,2,NA,1,47,3,2,2,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,3,0,NA,NA,2,37066,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"76","    00090011  2","PH7",9,11,2,9,51313,9,2017,1413,42991,11,1980,971,36,5,15,15,1,6,1,2,-43107,2,-20076,1,1,1,1,1,NA,1,5,8321,1,8,0,0,5,0,0,NA,NA,1,38,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,1,1,NA,NA,NA,37066,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"77","    00090025  3","PH7",9,25,3,9,51313,9,2017,1413,42992,12,1986,1044,30,4,15,15,3,13,5,1,-75023,2,-54377,1,1,2,1,1,NA,2,11,8322,2,8,1,NA,11,1420,1,3,NA,3,34,2,1,NA,NA,0,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,37066,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"79","    00090026  4","PH7",9,26,4,9,51313,9,2017,1413,42992,9,1995,1149,22,2,15,15,2,11,4,1,-95491,2,-76374,1,1,1,2,1,NA,2,11,5414,1,3,0,0,11,0,0,NA,NA,3,27,0,NA,NA,NA,NA,1,4,NA,2,NA,1,0,0,0,0,0,0,0,NA,NA,NA,76250,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,2
"80","    00100007  2","PH7",10,7,2,10,178291,9,2017,1413,42995,1,1989,1069,28,3,15,15,1,7,2,1,-114961,1,-97298,1,1,1,1,1,NA,2,11,9312,1,9,0,0,11,0,0,NA,NA,3,31,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,128787,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"81","    00100008  2","PH7",10,8,2,10,178291,9,2017,1413,42995,7,1991,1099,26,3,15,15,1,7,2,1,-125581,1,-108713,1,1,1,1,1,NA,1,7,6117,1,4,0,0,7,0,0,NA,NA,1,25,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,1,1,NA,NA,NA,128787,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"82","    00100014  2","PH7",10,14,2,10,178291,9,2017,1413,42995,9,1982,993,35,5,15,15,1,2,1,1,-218387,1,-208453,1,1,1,1,1,NA,1,6,6117,1,4,0,0,6,0,0,NA,NA,2,36,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,1,0,NA,NA,NA,128787,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"83","    00100015  2","PH7",10,15,2,10,178291,9,2017,1413,42995,10,1995,1150,21,2,15,15,2,11,4,1,-133517,1,-117241,1,1,1,1,1,NA,1,5,8322,1,8,0,0,5,0,0,NA,NA,1,23,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,1,0,NA,NA,NA,128787,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"84","    00100017  2","PH7",10,17,2,10,178291,9,2017,1413,42995,12,1985,1032,31,4,15,15,2,8,3,1,-131935,1,-115541,1,1,1,1,1,NA,1,1,6117,1,4,0,0,1,0,0,NA,NA,1,32,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,1,0,NA,NA,NA,128787,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"85","    00100019  2","PH7",10,19,2,10,178291,9,2017,1413,42996,6,1980,966,37,5,15,15,1,7,2,1,-139785,1,-123978,1,1,1,1,1,NA,2,11,7115,1,8,0,0,11,0,0,NA,NA,3,42,0,NA,NA,NA,NA,2,2,NA,2,NA,2,1,1,0,0,0,3,0,NA,NA,NA,128787,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"86","    00110002  2","PH7",11,2,2,11,107844,10,2017,1414,43014,2,1991,1094,26,3,15,15,2,9,3,1,-122964,1,-105900,1,1,1,1,1,NA,1,5,6226,1,4,1,NA,5,1420,1,3,NA,1,28,2,1,NA,NA,0,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,77901,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"88","    00110005  2","PH7",11,5,2,11,107844,10,2017,1414,43014,3,1992,1107,25,3,15,15,0,NA,0,1,-180596,1,-167838,1,1,1,1,1,NA,0,NA,6226,1,4,0,0,0,0,0,NA,NA,0,25,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,77901,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"89","    00110007  6","PH7",11,7,6,11,107844,10,2017,1414,43019,1,1999,1189,18,1,15,15,1,7,2,1,-184918,1,-172483,5,2,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,9121,9,2,NA,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","    00110008  2","PH7",11,8,2,11,107844,10,2017,1414,43013,6,1991,1098,26,3,15,15,2,10,3,1,-130062,1,-113528,1,1,2,1,1,NA,0,NA,6226,1,4,0,0,0,0,0,NA,NA,0,25,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,2,0,NA,NA,NA,77901,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"91","    00110010  2","PH7",11,10,2,11,107844,10,2017,1414,43014,10,1983,1006,34,4,15,15,3,15,5,1,-160221,1,-145941,1,1,1,1,1,NA,2,9,6226,1,4,0,0,9,0,0,NA,NA,3,38,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,77901,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"92","    00110012  2","PH7",11,12,2,11,107844,10,2017,1414,43014,4,1982,988,35,5,15,15,2,10,3,1,-143717,1,-128204,1,1,1,1,1,NA,0,NA,6226,1,4,0,0,0,0,0,NA,NA,0,43,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,1,0,0,0,1,0,NA,NA,NA,160253,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"95","    00110017  2","PH7",11,17,2,11,107844,10,2017,1414,43014,11,1985,1031,31,4,15,15,1,5,1,1,-123297,1,-106258,1,1,1,1,1,NA,1,5,6226,1,4,0,0,5,0,0,NA,NA,1,32,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,77901,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"96","    00110021  2","PH7",11,21,2,11,107844,10,2017,1414,43014,3,1991,1095,26,3,15,15,3,15,5,4,67432,4,98723,1,1,1,1,1,NA,3,13,110,1,7,1,NA,13,1113,1,2,NA,5,27,2,1,2,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,1,0,NA,NA,2,77901,1,0,0,0,1,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"97","    00110022  2","PH7",11,22,2,11,107844,10,2017,1414,43013,6,1991,1098,26,3,15,15,3,12,5,1,-125934,1,-109092,1,1,1,1,1,NA,2,9,210,1,7,0,0,9,0,0,NA,NA,3,29,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,1,0,1,0,3,0,NA,NA,NA,77901,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"98","    00110025  8","PH7",11,25,8,11,107844,10,2017,1414,43016,8,1992,1112,25,3,15,15,3,12,5,1,-101943,1,-83308,1,1,1,1,1,NA,3,15,5221,1,7,0,0,15,5221,7,2,NA,5,25,1,2,2,NA,1,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","    00110025 11","PH7",11,25,11,11,107844,10,2017,1414,43014,11,1994,1139,22,2,15,15,3,15,5,1,-101943,1,-83308,2,1,1,1,1,NA,3,12,110,1,7,0,0,12,0,0,NA,NA,5,28,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,311603,0,0,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"100","    00110025 14","PH7",11,25,14,11,107844,10,2017,1414,43014,1,1996,1153,21,2,15,15,3,12,5,1,-101943,1,-83308,1,1,1,1,1,NA,3,15,5221,1,7,0,0,15,0,0,NA,NA,5,24,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","    00120001  2","PH7",12,1,2,12,292223,8,2017,1412,42970,2,1973,878,44,6,15,15,1,2,1,1,-157216,1,-142712,1,1,2,1,1,NA,1,2,6226,1,4,0,0,2,0,0,NA,NA,1,39,0,NA,NA,NA,NA,2,2,NA,1,NA,1,1,1,8,1,1,2,2,NA,NA,NA,211086,0,1,0,0,1,NA,NA,NA,NA,NA,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"102","    00120002  1","PH7",12,2,1,12,292223,8,2017,1412,42970,6,1980,966,37,5,15,15,3,13,5,1,-196078,1,-184478,5,2,1,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,NA,NA,NA,211086,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"103","    00120003  2","PH7",12,3,2,12,292223,8,2017,1412,42970,6,1979,954,38,5,15,15,2,10,3,1,-149642,1,-134572,1,1,1,1,1,NA,1,2,6226,1,4,0,0,2,0,0,NA,NA,1,39,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,211086,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"105","    00120006  2","PH7",12,6,2,12,292223,8,2017,1412,42970,1,1980,961,37,5,15,15,1,1,1,1,-78464,2,-58075,1,1,1,1,1,NA,3,15,3512,1,1,0,0,15,0,0,NA,NA,5,36,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,8,0,3,3,NA,NA,NA,211086,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
"106","    00120010 13","PH7",12,10,13,12,292223,8,2017,1412,42970,10,1994,1138,22,2,15,15,1,4,1,1,-72107,2,-51243,1,1,1,1,1,NA,1,3,6226,1,4,0,0,3,0,0,NA,NA,1,23,0,NA,NA,NA,NA,2,2,NA,2,NA,2,0,0,0,0,0,0,0,NA,NA,NA,1055428,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA
